Temporal_Rep,State,Plant_ID,Cluster_ID,Treatment,Movement,Fertilization,Host_Variation,Host_Species,ILN,LLL,FPLD_1,FPLD_2,FPLD_3,FPLD_4,FPLD_5,FPLD_6,FPLD_7,Total_FPLD,Mean_PLD,FSN,FSL,ISMM,ISM,FSMM,FSM,RGR,Notes
3,FL,S108,S103_S108,MY_FN_HN,Y,N,N,K,6,6,14,0,0.0,0.0,1.0,NA,NA,15,2.5,0,S,0.1262,0.02103333333,0.2064,0.0344,0.2459740418,NA
4,FL,S109,S109,MN_FY_HN,N,Y,N,K,5,10.8,0,2,0.0,0.0,0.0,0.0,NA,2,0.4,1,S,NA,0.0251,NA,0.0218,-0.07047893817,NA
4,FL,S110,S110,MN_FY_HN,N,Y,N,K,3,8.8,0,0,5.0,NA,NA,NA,NA,5,1.666666667,1,S,NA,0.0366,NA,0.058,0.2301973851,NA
4,FL,S111,S111,MN_FY_HN,N,Y,N,K,4,7.9,4,0,0.0,0.0,NA,NA,NA,4,1,1,S,NA,0.0329,NA,0.0668,0.3541152114,NA
4,FL,S112,S112,MN_FY_HN,N,Y,N,K,2,7,0,2,NA,NA,NA,NA,NA,2,1,1,S,NA,0.022,NA,0.0565,0.4715990924,NA
4,FL,S113,S113,MN_FY_HN,N,Y,N,K,6,8.8,0,3,0.0,0.0,4.0,0.0,NA,7,1.166666667,1,S,NA,0.0441,NA,0.0945,0.381070026,NA
4,FL,S114,S114,MN_FY_HN,N,Y,N,K,3,6.6,3,10,8.0,NA,NA,NA,NA,21,7,1,S,NA,0.0412,NA,0.0762,0.3074616032,NA
4,FL,S115,S115,MN_FY_HN,N,Y,N,K,5,10,4,0,0.0,2.0,0.0,NA,NA,6,1.2,1,S,NA,0.0276,NA,0.0443,0.2365844522,NA
4,FL,S116,S116,MN_FY_HN,N,Y,N,K,5,8.3,7,0,3.0,0.0,4.0,NA,NA,14,2.8,1,S,NA,0.0282,NA,0.0492,0.2782858228,NA
4,FL,S117,S117,MN_FY_HN,N,Y,N,K,5,7.9,0,0,5.0,3.0,0.0,NA,NA,8,1.6,1,S,NA,0.0278,NA,0.0474,0.266793104,NA
4,FL,S118,S118,MN_FY_HN,N,Y,N,K,5,7,3,0,0.0,0.0,0.0,NA,NA,3,0.6,1,S,NA,0.0414,NA,0.0861,0.3661142653,NA
4,FL,S119,S119,MN_FY_HN,N,Y,N,K,5,8.6,7,0,0.0,0.0,4.0,NA,NA,11,2.2,0,S,NA,0.0098,NA,0.0098,0,NA
4,FL,S120,S120,MN_FY_HN,N,Y,N,K,4,5.7,3,1,0.0,0.0,NA,NA,NA,4,1,1,S,NA,0.0404,NA,0.0815,0.3508866176,NA
4,FL,S121,S121,MN_FY_HN,N,Y,N,K,2,6.5,0,2,NA,NA,NA,NA,NA,2,1,1,S,NA,0.0297,NA,0.0491,0.2513559945,NA
4,FL,S122,S122,MN_FY_HN,N,Y,N,K,6,10.7,7,0,5.0,0.0,0.0,0.0,NA,12,2,1,S,NA,0.041,NA,0.0663,0.2403089152,NA
4,FL,S123,S123,MN_FY_HN,N,Y,N,K,7,10,0,8,2.0,3.0,0.0,4.0,2.0,19,2.714285714,1,S,NA,0.0421,NA,0.0208,-0.352547377,NA
4,FL,S124,S124,MN_FY_HN,N,Y,N,K,4,8.7,0,0,0.0,0.0,NA,NA,NA,0,0,1,S,NA,0.0363,NA,0.0713,0.3375392931,NA
4,FL,S125,S125,MN_FY_HN,N,Y,N,K,6,13.5,0,3,0.0,0.0,0.0,NA,NA,3,0.5,1,S,NA,0.0263,NA,0.0434,0.250445251,NA
4,FL,S126,S126,MN_FY_HN,N,Y,N,K,6,9.8,7,7,0.0,0.0,0.0,0.0,NA,14,2.333333333,1,S,NA,0.0366,NA,0.0472,0.1271728261,NA
4,FL,S127,S127_S132,MY_FN_HN,Y,N,N,K,6,6.9,0,0,4.0,0.0,3.0,0.0,NA,7,1.166666667,1,S,0.1812,0.0302,0.3435,0.05725,0.319792859,NA
4,FL,S128,S127_S132,MY_FY_HN,Y,N,N,K,5,6,0,1,0.0,14.0,0.0,NA,NA,15,3,1,S,0.1812,0.0302,0.3435,0.05725,0.319792859,NA
4,FL,S129,S127_S132,MY_FY_HN,Y,N,N,K,4,6.9,3,0,13.0,0.0,NA,NA,NA,16,4,1,S,0.1812,0.0302,0.3435,0.05725,0.319792859,NA
4,FL,S130,S127_S132,MY_FY_HN,Y,N,N,K,5,7.1,9,2,4.0,3.0,0.0,NA,NA,18,3.6,1,S,0.1812,0.0302,0.3435,0.05725,0.319792859,NA
4,FL,S131,S127_S132,MY_FY_HN,Y,N,N,K,5,5.6,2,0,1.0,9.0,5.0,NA,NA,17,3.4,1,S,0.1812,0.0302,0.3435,0.05725,0.319792859,NA
4,FL,S132,S127_S132,MY_FY_HN,Y,N,N,K,4,6.4,0,8,4.0,0.0,NA,NA,NA,12,3,1,S,0.1812,0.0302,0.3435,0.05725,0.319792859,NA
4,FL,S133,S133_S138,MY_FY_HN,Y,N,N,K,4,5.4,0,3,5.0,2.0,NA,NA,NA,10,2.5,1,S,0.1172,0.01953333333,0.2221,0.03701666667,0.3196229269,NA
4,FL,S134,S133_S138,MY_FY_HN,Y,N,N,K,4,5.7,1,0,6.0,5.0,NA,NA,NA,12,3,1,S,0.1172,0.01953333333,0.2221,0.03701666667,0.3196229269,NA
4,FL,S135,S133_S138,MY_FY_HN,Y,N,N,K,4,6.7,4,7,0.0,2.0,NA,NA,NA,13,3.25,1,S,0.1172,0.01953333333,0.2221,0.03701666667,0.3196229269,NA
4,FL,S136,S133_S138,MY_FY_HN,Y,N,N,K,4,5.7,3,1,0.0,0.0,NA,NA,NA,4,1,1,S,0.1172,0.01953333333,0.2221,0.03701666667,0.3196229269,NA
4,FL,S137,S133_S138,MY_FY_HN,Y,N,N,K,4,7.4,6,2,0.0,0.0,NA,NA,NA,8,2,1,S,0.1172,0.01953333333,0.2221,0.03701666667,0.3196229269,NA
4,FL,S138,S133_S138,MY_FY_HN,Y,N,N,K,5,6,0,1,5.0,7.0,2.0,NA,NA,15,3,1,S,0.1172,0.01953333333,0.221,0.03683333333,0.3171404122,NA
4,FL,S139,S139_S144,MY_FY_HN,Y,N,N,K,4,4.6,0,5,7.0,13.0,NA,NA,NA,25,6.25,1,S,0.1338,0.0223,0.2108,0.03513333333,0.2272818345,NA
4,FL,S140,S139_S144,MY_FY_HN,Y,N,N,K,4,6.4,0,0,0.0,0.0,NA,NA,NA,0,0,1,S,0.1338,0.0223,0.2108,0.03513333333,0.2272818345,NA
4,FL,S141,S139_S144,MY_FY_HN,Y,N,N,K,5,6.5,4,1,0.0,0.0,5.0,NA,NA,10,2,1,S,0.1338,0.0223,0.2108,0.03513333333,0.2272818345,NA
4,FL,S142,S139_S144,MY_FY_HN,Y,N,N,K,5,6.4,0,0,12.0,0.0,11.0,NA,NA,23,4.6,1,S,0.1338,0.0223,0.2108,0.03513333333,0.2272818345,NA
4,FL,S143,S139_S144,MY_FY_HN,Y,N,N,K,5,4.5,0,1,2.0,4.0,0.0,NA,NA,7,1.4,1,S,0.1338,0.0223,0.2108,0.03513333333,0.2272818345,NA
4,FL,S144,S139_S144,MY_FY_HN,Y,N,N,K,4,4.5,1,2,7.0,6.0,2.0,NA,NA,18,4.5,1,S,0.1338,0.0223,0.2108,0.03513333333,0.2272818345,NA
